ORDER_NUMBER|LINE_STATUS|PRODUCT_NUMBER|ORDERED_PIECES|SHIPPED_PIECES|BILL_OF_LADING
order-3867|Closed|product-100|4000|1200|12
order-3867|Open|product-100|4000|2000|
order-3868|Closed|product-100|4000|1200|1235
order-3868|Closed|product-100|4000|2800|344
order-3869|Open|product-100|4000|1000|543543543
order-3869|Closed|product-100|4000|2800|543543
order-3870|Closed|product-484|1234|1234|bill-number
order-3871|Closed|product-484|1|0|
order-3872|Closed|product-484|4000|1200|12
order-3872|Open|product-484|4000|2000|
order-3873|Closed|product-484|4000|1200|1235
order-3873|Closed|product-484|4000|2800|344
order-3874|Open|product-484|4000|1000|543543543
order-3874|Closed|product-484|4000|2800|543543
order-3875|Closed|product-244|1234|1234|bill-number
order-3876|Closed|product-244|1|0|
order-3877|Closed|product-244|4000|1200|12
order-3877|Open|product-244|4000|2000|
order-3878|Closed|product-244|4000|1200|1235
order-3878|Closed|product-244|4000|2800|344
order-3879|Open|product-244|4000|1000|543543543
order-3879|Closed|product-244|4000|2800|543543
order-3880|Closed|product-526|1234|1234|bill-number
order-3881|Closed|product-526|1|0|
order-3882|Closed|product-526|4000|1200|12
order-3882|Open|product-526|4000|2000|
order-3883|Closed|product-526|4000|1200|1235
order-3883|Closed|product-526|4000|2800|344
order-3884|Open|product-526|4000|1000|543543543
order-3884|Closed|product-526|4000|2800|543543
order-3885|Closed|product-476|1234|1234|bill-number
order-3886|Closed|product-476|1|0|
order-3887|Closed|product-476|4000|1200|12
order-3887|Open|product-476|4000|2000|
order-3888|Closed|product-476|4000|1200|1235
order-3888|Closed|product-476|4000|2800|344
order-3889|Open|product-476|4000|1000|543543543
order-3889|Closed|product-476|4000|2800|543543
order-3890|Closed|product-225|1234|1234|bill-number
order-3891|Closed|product-225|1|0|
order-3892|Closed|product-225|4000|1200|12
order-3892|Open|product-225|4000|2000|
order-3893|Closed|product-225|4000|1200|1235
order-3893|Closed|product-225|4000|2800|344
order-3894|Open|product-225|4000|1000|543543543
order-3894|Closed|product-225|4000|2800|543543
order-3895|Closed|product-119|1234|1234|bill-number
order-3896|Closed|product-119|1|0|
order-3897|Closed|product-119|4000|1200|12
order-3897|Open|product-119|4000|2000|
order-3898|Closed|product-119|4000|1200|1235
order-3898|Closed|product-119|4000|2800|344
order-3899|Open|product-119|4000|1000|543543543
order-3899|Closed|product-119|4000|2800|543543
order-3900|Closed|product-841|1234|1234|bill-number
order-3901|Closed|product-841|1|0|
order-3902|Closed|product-841|4000|1200|12
order-3902|Open|product-841|4000|2000|
order-3903|Closed|product-841|4000|1200|1235
order-3903|Closed|product-841|4000|2800|344
order-3904|Open|product-841|4000|1000|543543543
order-3904|Closed|product-841|4000|2800|543543
order-3905|Closed|product-461|1234|1234|bill-number
order-3906|Closed|product-461|1|0|
order-3907|Closed|product-461|4000|1200|12
order-3907|Open|product-461|4000|2000|
order-3908|Closed|product-461|4000|1200|1235
order-3908|Closed|product-461|4000|2800|344
order-3909|Open|product-461|4000|1000|543543543
order-3909|Closed|product-461|4000|2800|543543
order-3910|Closed|product-93|1234|1234|bill-number
order-3911|Closed|product-93|1|0|
order-3912|Closed|product-93|4000|1200|12
order-3912|Open|product-93|4000|2000|
order-3913|Closed|product-93|4000|1200|1235
order-3913|Closed|product-93|4000|2800|344
order-3914|Open|product-93|4000|1000|543543543
order-3914|Closed|product-93|4000|2800|543543
order-3915|Closed|product-643|1234|1234|bill-number
order-3916|Closed|product-643|1|0|
order-3917|Closed|product-643|4000|1200|12
order-3917|Open|product-643|4000|2000|
order-3918|Closed|product-643|4000|1200|1235
order-3918|Closed|product-643|4000|2800|344
order-3919|Open|product-643|4000|1000|543543543
order-3919|Closed|product-643|4000|2800|543543
order-3920|Closed|product-850|1234|1234|bill-number
order-3921|Closed|product-850|1|0|
order-3922|Closed|product-850|4000|1200|12
order-3922|Open|product-850|4000|2000|
order-3923|Closed|product-850|4000|1200|1235
order-3923|Closed|product-850|4000|2800|344
order-3924|Open|product-850|4000|1000|543543543
order-3924|Closed|product-850|4000|2800|543543
order-3925|Closed|product-551|1234|1234|bill-number
order-3926|Closed|product-551|1|0|
order-3927|Closed|product-551|4000|1200|12
order-3927|Open|product-551|4000|2000|
order-3928|Closed|product-551|4000|1200|1235
order-3928|Closed|product-551|4000|2800|344
order-3929|Open|product-551|4000|1000|543543543
order-3929|Closed|product-551|4000|2800|543543
order-3930|Closed|product-487|1234|1234|bill-number
order-3931|Closed|product-487|1|0|
order-3932|Closed|product-487|4000|1200|12
order-3932|Open|product-487|4000|2000|
order-3933|Closed|product-487|4000|1200|1235
order-3933|Closed|product-487|4000|2800|344
order-3934|Open|product-487|4000|1000|543543543
order-3934|Closed|product-487|4000|2800|543543
order-3935|Closed|product-938|1234|1234|bill-number
order-3936|Closed|product-938|1|0|
order-3937|Closed|product-938|4000|1200|12
order-3937|Open|product-938|4000|2000|
order-3938|Closed|product-938|4000|1200|1235
order-3938|Closed|product-938|4000|2800|344
order-3939|Open|product-938|4000|1000|543543543
order-3939|Closed|product-938|4000|2800|543543
order-3940|Closed|product-793|1234|1234|bill-number
order-3941|Closed|product-793|1|0|
order-3942|Closed|product-793|4000|1200|12
order-3942|Open|product-793|4000|2000|
order-3943|Closed|product-793|4000|1200|1235
order-3943|Closed|product-793|4000|2800|344
order-3944|Open|product-793|4000|1000|543543543
order-3944|Closed|product-793|4000|2800|543543
order-3945|Closed|product-529|1234|1234|bill-number
order-3946|Closed|product-529|1|0|
order-3947|Closed|product-529|4000|1200|12
order-3947|Open|product-529|4000|2000|
order-3948|Closed|product-529|4000|1200|1235
order-3948|Closed|product-529|4000|2800|344
order-3949|Open|product-529|4000|1000|543543543
order-3949|Closed|product-529|4000|2800|543543
order-3950|Closed|product-488|1234|1234|bill-number
order-3951|Closed|product-488|1|0|
order-3952|Closed|product-488|4000|1200|12
order-3952|Open|product-488|4000|2000|
order-3953|Closed|product-488|4000|1200|1235
order-3953|Closed|product-488|4000|2800|344
order-3954|Open|product-488|4000|1000|543543543
order-3954|Closed|product-488|4000|2800|543543
order-3955|Closed|product-579|1234|1234|bill-number
order-3956|Closed|product-579|1|0|
order-3957|Closed|product-579|4000|1200|12
order-3957|Open|product-579|4000|2000|
order-3958|Closed|product-579|4000|1200|1235
order-3958|Closed|product-579|4000|2800|344
order-3959|Open|product-579|4000|1000|543543543
order-3959|Closed|product-579|4000|2800|543543
order-3960|Closed|product-301|1234|1234|bill-number
order-3961|Closed|product-301|1|0|
order-3962|Closed|product-301|4000|1200|12
order-3962|Open|product-301|4000|2000|
order-3963|Closed|product-301|4000|1200|1235
order-3963|Closed|product-301|4000|2800|344
order-3964|Open|product-301|4000|1000|543543543
order-3964|Closed|product-301|4000|2800|543543
order-3965|Closed|product-427|1234|1234|bill-number
order-3966|Closed|product-427|1|0|
order-3967|Closed|product-427|4000|1200|12
order-3967|Open|product-427|4000|2000|
order-3968|Closed|product-427|4000|1200|1235
order-3968|Closed|product-427|4000|2800|344
order-3969|Open|product-427|4000|1000|543543543
order-3969|Closed|product-427|4000|2800|543543
order-3970|Closed|product-339|1234|1234|bill-number
order-3971|Closed|product-339|1|0|
order-3972|Closed|product-339|4000|1200|12
order-3972|Open|product-339|4000|2000|
order-3973|Closed|product-339|4000|1200|1235
order-3973|Closed|product-339|4000|2800|344
order-3974|Open|product-339|4000|1000|543543543
order-3974|Closed|product-339|4000|2800|543543
order-3975|Closed|product-847|1234|1234|bill-number
order-3976|Closed|product-847|1|0|
order-3977|Closed|product-847|4000|1200|12
order-3977|Open|product-847|4000|2000|
order-3978|Closed|product-847|4000|1200|1235
order-3978|Closed|product-847|4000|2800|344
order-3979|Open|product-847|4000|1000|543543543
order-3979|Closed|product-847|4000|2800|543543
order-3980|Closed|product-295|1234|1234|bill-number
order-3981|Closed|product-295|1|0|
order-3982|Closed|product-295|4000|1200|12
order-3982|Open|product-295|4000|2000|
order-3983|Closed|product-295|4000|1200|1235
order-3983|Closed|product-295|4000|2800|344
order-3984|Open|product-295|4000|1000|543543543
order-3984|Closed|product-295|4000|2800|543543
order-3985|Closed|product-682|1234|1234|bill-number
order-3986|Closed|product-682|1|0|
order-3987|Closed|product-682|4000|1200|12
order-3987|Open|product-682|4000|2000|
order-3988|Closed|product-682|4000|1200|1235
order-3988|Closed|product-682|4000|2800|344
order-3989|Open|product-682|4000|1000|543543543
order-3989|Closed|product-682|4000|2800|543543
order-3990|Closed|product-936|1234|1234|bill-number
order-3991|Closed|product-936|1|0|
order-3992|Closed|product-936|4000|1200|12
order-3992|Open|product-936|4000|2000|
order-3993|Closed|product-936|4000|1200|1235
order-3993|Closed|product-936|4000|2800|344
order-3994|Open|product-936|4000|1000|543543543
order-3994|Closed|product-936|4000|2800|543543
order-3995|Closed|product-612|1234|1234|bill-number
order-3996|Closed|product-612|1|0|
order-3997|Closed|product-612|4000|1200|12
order-3997|Open|product-612|4000|2000|
order-3998|Closed|product-612|4000|1200|1235
order-3998|Closed|product-612|4000|2800|344
order-3999|Open|product-612|4000|1000|543543543
order-3999|Closed|product-612|4000|2800|543543
order-4000|Closed|product-38|1234|1234|bill-number
order-4001|Closed|product-38|1|0|
order-4002|Closed|product-38|4000|1200|12
order-4002|Open|product-38|4000|2000|
order-4003|Closed|product-38|4000|1200|1235
order-4003|Closed|product-38|4000|2800|344
order-4004|Open|product-38|4000|1000|543543543
order-4004|Closed|product-38|4000|2800|543543
order-4005|Closed|product-383|1234|1234|bill-number
order-4006|Closed|product-383|1|0|
order-4007|Closed|product-383|4000|1200|12
order-4007|Open|product-383|4000|2000|
order-4008|Closed|product-383|4000|1200|1235
order-4008|Closed|product-383|4000|2800|344
order-4009|Open|product-383|4000|1000|543543543
order-4009|Closed|product-383|4000|2800|543543
order-4010|Closed|product-912|1234|1234|bill-number
order-4011|Closed|product-912|1|0|
order-4012|Closed|product-912|4000|1200|12
order-4012|Open|product-912|4000|2000|
order-4013|Closed|product-912|4000|1200|1235
order-4013|Closed|product-912|4000|2800|344
order-4014|Open|product-912|4000|1000|543543543
order-4014|Closed|product-912|4000|2800|543543
order-4015|Closed|product-12|1234|1234|bill-number
order-4016|Closed|product-12|1|0|
order-4017|Closed|product-12|4000|1200|12
order-4017|Open|product-12|4000|2000|
order-4018|Closed|product-12|4000|1200|1235
order-4018|Closed|product-12|4000|2800|344
order-4019|Open|product-12|4000|1000|543543543
order-4019|Closed|product-12|4000|2800|543543
order-4020|Closed|product-29|1234|1234|bill-number
order-4021|Closed|product-29|1|0|
order-4022|Closed|product-29|4000|1200|12
order-4022|Open|product-29|4000|2000|
order-4023|Closed|product-29|4000|1200|1235
order-4023|Closed|product-29|4000|2800|344
order-4024|Open|product-29|4000|1000|543543543
order-4024|Closed|product-29|4000|2800|543543
order-4025|Closed|product-78|1234|1234|bill-number
order-4026|Closed|product-78|1|0|
order-4027|Closed|product-78|4000|1200|12
order-4027|Open|product-78|4000|2000|
order-4028|Closed|product-78|4000|1200|1235
order-4028|Closed|product-78|4000|2800|344
order-4029|Open|product-78|4000|1000|543543543
order-4029|Closed|product-78|4000|2800|543543
order-4030|Closed|product-282|1234|1234|bill-number
order-4031|Closed|product-282|1|0|
order-4032|Closed|product-282|4000|1200|12
order-4032|Open|product-282|4000|2000|
order-4033|Closed|product-282|4000|1200|1235
order-4033|Closed|product-282|4000|2800|344
order-4034|Open|product-282|4000|1000|543543543
order-4034|Closed|product-282|4000|2800|543543
order-4035|Closed|product-318|1234|1234|bill-number
order-4036|Closed|product-318|1|0|
order-4037|Closed|product-318|4000|1200|12
order-4037|Open|product-318|4000|2000|
order-4038|Closed|product-318|4000|1200|1235
order-4038|Closed|product-318|4000|2800|344
order-4039|Open|product-318|4000|1000|543543543
order-4039|Closed|product-318|4000|2800|543543
order-4040|Closed|product-858|1234|1234|bill-number
order-4041|Closed|product-858|1|0|
order-4042|Closed|product-858|4000|1200|12
order-4042|Open|product-858|4000|2000|
order-4043|Closed|product-858|4000|1200|1235
order-4043|Closed|product-858|4000|2800|344
order-4044|Open|product-858|4000|1000|543543543
order-4044|Closed|product-858|4000|2800|543543
order-4045|Closed|product-856|1234|1234|bill-number
order-4046|Closed|product-856|1|0|
order-4047|Closed|product-856|4000|1200|12
order-4047|Open|product-856|4000|2000|
order-4048|Closed|product-856|4000|1200|1235
order-4048|Closed|product-856|4000|2800|344
order-4049|Open|product-856|4000|1000|543543543
order-4049|Closed|product-856|4000|2800|543543
order-4050|Closed|product-454|1234|1234|bill-number
order-4051|Closed|product-454|1|0|
order-4052|Closed|product-454|4000|1200|12
order-4052|Open|product-454|4000|2000|
order-4053|Closed|product-454|4000|1200|1235
order-4053|Closed|product-454|4000|2800|344
order-4054|Open|product-454|4000|1000|543543543
order-4054|Closed|product-454|4000|2800|543543
order-4055|Closed|product-648|1234|1234|bill-number
order-4056|Closed|product-648|1|0|
order-4057|Closed|product-648|4000|1200|12
order-4057|Open|product-648|4000|2000|
order-4058|Closed|product-648|4000|1200|1235
order-4058|Closed|product-648|4000|2800|344
order-4059|Open|product-648|4000|1000|543543543
order-4059|Closed|product-648|4000|2800|543543
order-4060|Closed|product-641|1234|1234|bill-number
order-4061|Closed|product-641|1|0|
order-4062|Closed|product-641|4000|1200|12
order-4062|Open|product-641|4000|2000|
order-4063|Closed|product-641|4000|1200|1235
order-4063|Closed|product-641|4000|2800|344
order-4064|Open|product-641|4000|1000|543543543
order-4064|Closed|product-641|4000|2800|543543
order-4065|Closed|product-521|1234|1234|bill-number
order-4066|Closed|product-521|1|0|
order-4067|Closed|product-521|4000|1200|12
order-4067|Open|product-521|4000|2000|
order-4068|Closed|product-521|4000|1200|1235
order-4068|Closed|product-521|4000|2800|344
order-4069|Open|product-521|4000|1000|543543543
order-4069|Closed|product-521|4000|2800|543543
order-4070|Closed|product-784|1234|1234|bill-number
order-4071|Closed|product-784|1|0|
order-4072|Closed|product-784|4000|1200|12
order-4072|Open|product-784|4000|2000|
order-4073|Closed|product-784|4000|1200|1235
order-4073|Closed|product-784|4000|2800|344
order-4074|Open|product-784|4000|1000|543543543
order-4074|Closed|product-784|4000|2800|543543
order-4075|Closed|product-228|1234|1234|bill-number
order-4076|Closed|product-228|1|0|
order-4077|Closed|product-228|4000|1200|12
order-4077|Open|product-228|4000|2000|
order-4078|Closed|product-228|4000|1200|1235
order-4078|Closed|product-228|4000|2800|344
order-4079|Open|product-228|4000|1000|543543543
order-4079|Closed|product-228|4000|2800|543543
order-4080|Closed|product-305|1234|1234|bill-number
order-4081|Closed|product-305|1|0|
order-4082|Closed|product-305|4000|1200|12
order-4082|Open|product-305|4000|2000|
order-4083|Closed|product-305|4000|1200|1235
order-4083|Closed|product-305|4000|2800|344
order-4084|Open|product-305|4000|1000|543543543
order-4084|Closed|product-305|4000|2800|543543
order-4085|Closed|product-657|1234|1234|bill-number
order-4086|Closed|product-657|1|0|
order-4087|Closed|product-657|4000|1200|12
order-4087|Open|product-657|4000|2000|
order-4088|Closed|product-657|4000|1200|1235
order-4088|Closed|product-657|4000|2800|344
order-4089|Open|product-657|4000|1000|543543543
order-4089|Closed|product-657|4000|2800|543543
order-4090|Closed|product-386|1234|1234|bill-number
order-4091|Closed|product-386|1|0|
order-4092|Closed|product-386|4000|1200|12
order-4092|Open|product-386|4000|2000|
order-4093|Closed|product-386|4000|1200|1235
order-4093|Closed|product-386|4000|2800|344
order-4094|Open|product-386|4000|1000|543543543
order-4094|Closed|product-386|4000|2800|543543
order-4095|Closed|product-808|1234|1234|bill-number
order-4096|Closed|product-808|1|0|
order-4097|Closed|product-808|4000|1200|12
order-4097|Open|product-808|4000|2000|
order-4098|Closed|product-808|4000|1200|1235
order-4098|Closed|product-808|4000|2800|344
order-4099|Open|product-808|4000|1000|543543543
order-4099|Closed|product-808|4000|2800|543543
order-4100|Closed|product-128|1234|1234|bill-number
order-4101|Closed|product-128|1|0|
order-4102|Closed|product-128|4000|1200|12
order-4102|Open|product-128|4000|2000|
order-4103|Closed|product-128|4000|1200|1235
order-4103|Closed|product-128|4000|2800|344
order-4104|Open|product-128|4000|1000|543543543
order-4104|Closed|product-128|4000|2800|543543
order-4105|Closed|product-677|1234|1234|bill-number
order-4106|Closed|product-677|1|0|
order-4107|Closed|product-677|4000|1200|12
order-4107|Open|product-677|4000|2000|
order-4108|Closed|product-677|4000|1200|1235
order-4108|Closed|product-677|4000|2800|344
order-4109|Open|product-677|4000|1000|543543543
order-4109|Closed|product-677|4000|2800|543543
order-4110|Closed|product-977|1234|1234|bill-number
order-4111|Closed|product-977|1|0|
order-4112|Closed|product-977|4000|1200|12
order-4112|Open|product-977|4000|2000|
order-4113|Closed|product-977|4000|1200|1235
order-4113|Closed|product-977|4000|2800|344
order-4114|Open|product-977|4000|1000|543543543
order-4114|Closed|product-977|4000|2800|543543
order-4115|Closed|product-148|1234|1234|bill-number
order-4116|Closed|product-148|1|0|
order-4117|Closed|product-148|4000|1200|12
order-4117|Open|product-148|4000|2000|
order-4118|Closed|product-148|4000|1200|1235
order-4118|Closed|product-148|4000|2800|344
order-4119|Open|product-148|4000|1000|543543543
order-4119|Closed|product-148|4000|2800|543543
order-4120|Closed|product-861|1234|1234|bill-number
order-4121|Closed|product-861|1|0|
order-4122|Closed|product-861|4000|1200|12
order-4122|Open|product-861|4000|2000|
order-4123|Closed|product-861|4000|1200|1235
order-4123|Closed|product-861|4000|2800|344
order-4124|Open|product-861|4000|1000|543543543
order-4124|Closed|product-861|4000|2800|543543
order-4125|Closed|product-323|1234|1234|bill-number
order-4126|Closed|product-323|1|0|
order-4127|Closed|product-323|4000|1200|12
order-4127|Open|product-323|4000|2000|
order-4128|Closed|product-323|4000|1200|1235
order-4128|Closed|product-323|4000|2800|344
order-4129|Open|product-323|4000|1000|543543543
order-4129|Closed|product-323|4000|2800|543543
order-4130|Closed|product-928|1234|1234|bill-number
order-4131|Closed|product-928|1|0|
order-4132|Closed|product-928|4000|1200|12
order-4132|Open|product-928|4000|2000|
order-4133|Closed|product-928|4000|1200|1235
order-4133|Closed|product-928|4000|2800|344
order-4134|Open|product-928|4000|1000|543543543
order-4134|Closed|product-928|4000|2800|543543
order-4135|Closed|product-520|1234|1234|bill-number
order-4136|Closed|product-520|1|0|
order-4137|Closed|product-520|4000|1200|12
order-4137|Open|product-520|4000|2000|
order-4138|Closed|product-520|4000|1200|1235
order-4138|Closed|product-520|4000|2800|344
order-4139|Open|product-520|4000|1000|543543543
order-4139|Closed|product-520|4000|2800|543543
order-4140|Closed|product-384|1234|1234|bill-number
order-4141|Closed|product-384|1|0|
order-4142|Closed|product-384|4000|1200|12
order-4142|Open|product-384|4000|2000|
order-4143|Closed|product-384|4000|1200|1235
order-4143|Closed|product-384|4000|2800|344
order-4144|Open|product-384|4000|1000|543543543
order-4144|Closed|product-384|4000|2800|543543
order-4145|Closed|product-733|1234|1234|bill-number
order-4146|Closed|product-733|1|0|
order-4147|Closed|product-733|4000|1200|12
order-4147|Open|product-733|4000|2000|
order-4148|Closed|product-733|4000|1200|1235
order-4148|Closed|product-733|4000|2800|344
order-4149|Open|product-733|4000|1000|543543543
order-4149|Closed|product-733|4000|2800|543543
order-4150|Closed|product-49|1234|1234|bill-number
order-4151|Closed|product-49|1|0|
order-4152|Closed|product-49|4000|1200|12
order-4152|Open|product-49|4000|2000|
order-4153|Closed|product-49|4000|1200|1235
order-4153|Closed|product-49|4000|2800|344
order-4154|Open|product-49|4000|1000|543543543
order-4154|Closed|product-49|4000|2800|543543
order-4155|Closed|product-812|1234|1234|bill-number
order-4156|Closed|product-812|1|0|
order-4157|Closed|product-812|4000|1200|12
order-4157|Open|product-812|4000|2000|
order-4158|Closed|product-812|4000|1200|1235
order-4158|Closed|product-812|4000|2800|344
order-4159|Open|product-812|4000|1000|543543543
order-4159|Closed|product-812|4000|2800|543543
order-4160|Closed|product-214|1234|1234|bill-number
order-4161|Closed|product-214|1|0|
order-4162|Closed|product-214|4000|1200|12
order-4162|Open|product-214|4000|2000|
order-4163|Closed|product-214|4000|1200|1235
order-4163|Closed|product-214|4000|2800|344
order-4164|Open|product-214|4000|1000|543543543
order-4164|Closed|product-214|4000|2800|543543
order-4165|Closed|product-818|1234|1234|bill-number
order-4166|Closed|product-818|1|0|
order-4167|Closed|product-818|4000|1200|12
order-4167|Open|product-818|4000|2000|
order-4168|Closed|product-818|4000|1200|1235
order-4168|Closed|product-818|4000|2800|344
order-4169|Open|product-818|4000|1000|543543543
order-4169|Closed|product-818|4000|2800|543543
order-4170|Closed|product-872|1234|1234|bill-number
order-4171|Closed|product-872|1|0|
order-4172|Closed|product-872|4000|1200|12
order-4172|Open|product-872|4000|2000|
order-4173|Closed|product-872|4000|1200|1235
order-4173|Closed|product-872|4000|2800|344
order-4174|Open|product-872|4000|1000|543543543
order-4174|Closed|product-872|4000|2800|543543
order-4175|Closed|product-613|1234|1234|bill-number
order-4176|Closed|product-613|1|0|
order-4177|Closed|product-613|4000|1200|12
order-4177|Open|product-613|4000|2000|
order-4178|Closed|product-613|4000|1200|1235
order-4178|Closed|product-613|4000|2800|344
order-4179|Open|product-613|4000|1000|543543543
order-4179|Closed|product-613|4000|2800|543543
order-4180|Closed|product-320|1234|1234|bill-number
order-4181|Closed|product-320|1|0|
order-4182|Closed|product-320|4000|1200|12
order-4182|Open|product-320|4000|2000|
order-4183|Closed|product-320|4000|1200|1235
order-4183|Closed|product-320|4000|2800|344
order-4184|Open|product-320|4000|1000|543543543
order-4184|Closed|product-320|4000|2800|543543
order-4185|Closed|product-651|1234|1234|bill-number
order-4186|Closed|product-651|1|0|
order-4187|Closed|product-651|4000|1200|12
order-4187|Open|product-651|4000|2000|
order-4188|Closed|product-651|4000|1200|1235
order-4188|Closed|product-651|4000|2800|344
order-4189|Open|product-651|4000|1000|543543543
order-4189|Closed|product-651|4000|2800|543543
order-4190|Closed|product-89|1234|1234|bill-number
order-4191|Closed|product-89|1|0|
order-4192|Closed|product-89|4000|1200|12
order-4192|Open|product-89|4000|2000|
order-4193|Closed|product-89|4000|1200|1235
order-4193|Closed|product-89|4000|2800|344
order-4194|Open|product-89|4000|1000|543543543
order-4194|Closed|product-89|4000|2800|543543
order-4195|Closed|product-11|1234|1234|bill-number
order-4196|Closed|product-11|1|0|
order-4197|Closed|product-11|4000|1200|12
order-4197|Open|product-11|4000|2000|
order-4198|Closed|product-11|4000|1200|1235
order-4198|Closed|product-11|4000|2800|344
order-4199|Open|product-11|4000|1000|543543543
order-4199|Closed|product-11|4000|2800|543543
order-4200|Closed|product-632|1234|1234|bill-number
order-4201|Closed|product-632|1|0|
order-4202|Closed|product-632|4000|1200|12
order-4202|Open|product-632|4000|2000|
order-4203|Closed|product-632|4000|1200|1235
order-4203|Closed|product-632|4000|2800|344
order-4204|Open|product-632|4000|1000|543543543
order-4204|Closed|product-632|4000|2800|543543
order-4205|Closed|product-809|1234|1234|bill-number
order-4206|Closed|product-809|1|0|
order-4207|Closed|product-809|4000|1200|12
order-4207|Open|product-809|4000|2000|
order-4208|Closed|product-809|4000|1200|1235
order-4208|Closed|product-809|4000|2800|344
order-4209|Open|product-809|4000|1000|543543543
order-4209|Closed|product-809|4000|2800|543543
order-4210|Closed|product-87|1234|1234|bill-number
order-4211|Closed|product-87|1|0|
order-4212|Closed|product-87|4000|1200|12
order-4212|Open|product-87|4000|2000|
order-4213|Closed|product-87|4000|1200|1235
order-4213|Closed|product-87|4000|2800|344
order-4214|Open|product-87|4000|1000|543543543
order-4214|Closed|product-87|4000|2800|543543
order-4215|Closed|product-190|1234|1234|bill-number
order-4216|Closed|product-190|1|0|
order-4217|Closed|product-190|4000|1200|12
order-4217|Open|product-190|4000|2000|
order-4218|Closed|product-190|4000|1200|1235
order-4218|Closed|product-190|4000|2800|344
order-4219|Open|product-190|4000|1000|543543543
order-4219|Closed|product-190|4000|2800|543543
order-4220|Closed|product-978|1234|1234|bill-number
order-4221|Closed|product-978|1|0|
order-4222|Closed|product-978|4000|1200|12
order-4222|Open|product-978|4000|2000|
order-4223|Closed|product-978|4000|1200|1235
order-4223|Closed|product-978|4000|2800|344
order-4224|Open|product-978|4000|1000|543543543
order-4224|Closed|product-978|4000|2800|543543
order-4225|Closed|product-817|1234|1234|bill-number
order-4226|Closed|product-817|1|0|
order-4227|Closed|product-817|4000|1200|12
order-4227|Open|product-817|4000|2000|
order-4228|Closed|product-817|4000|1200|1235
order-4228|Closed|product-817|4000|2800|344
order-4229|Open|product-817|4000|1000|543543543
order-4229|Closed|product-817|4000|2800|543543
order-4230|Closed|product-298|1234|1234|bill-number
order-4231|Closed|product-298|1|0|
order-4232|Closed|product-298|4000|1200|12
order-4232|Open|product-298|4000|2000|
order-4233|Closed|product-298|4000|1200|1235
order-4233|Closed|product-298|4000|2800|344
order-4234|Open|product-298|4000|1000|543543543
order-4234|Closed|product-298|4000|2800|543543
order-4235|Closed|product-794|1234|1234|bill-number
order-4236|Closed|product-794|1|0|
order-4237|Closed|product-794|4000|1200|12
order-4237|Open|product-794|4000|2000|
order-4238|Closed|product-794|4000|1200|1235
order-4238|Closed|product-794|4000|2800|344
order-4239|Open|product-794|4000|1000|543543543
order-4239|Closed|product-794|4000|2800|543543
order-4240|Closed|product-909|1234|1234|bill-number
order-4241|Closed|product-909|1|0|
order-4242|Closed|product-909|4000|1200|12
order-4242|Open|product-909|4000|2000|
order-4243|Closed|product-909|4000|1200|1235
order-4243|Closed|product-909|4000|2800|344
order-4244|Open|product-909|4000|1000|543543543
order-4244|Closed|product-909|4000|2800|543543
order-4245|Closed|product-232|1234|1234|bill-number
order-4246|Closed|product-232|1|0|
order-4247|Closed|product-232|4000|1200|12
order-4247|Open|product-232|4000|2000|
order-4248|Closed|product-232|4000|1200|1235
order-4248|Closed|product-232|4000|2800|344
order-4249|Open|product-232|4000|1000|543543543
order-4249|Closed|product-232|4000|2800|543543
order-4250|Closed|product-392|1234|1234|bill-number
order-4251|Closed|product-392|1|0|
order-4252|Closed|product-392|4000|1200|12
order-4252|Open|product-392|4000|2000|
order-4253|Closed|product-392|4000|1200|1235
order-4253|Closed|product-392|4000|2800|344
order-4254|Open|product-392|4000|1000|543543543
order-4254|Closed|product-392|4000|2800|543543
order-4255|Closed|product-537|1234|1234|bill-number
order-4256|Closed|product-537|1|0|
order-4257|Closed|product-537|4000|1200|12
order-4257|Open|product-537|4000|2000|
order-4258|Closed|product-537|4000|1200|1235
order-4258|Closed|product-537|4000|2800|344
order-4259|Open|product-537|4000|1000|543543543
order-4259|Closed|product-537|4000|2800|543543
order-4260|Closed|product-74|1234|1234|bill-number
order-4261|Closed|product-74|1|0|
order-4262|Closed|product-74|4000|1200|12
order-4262|Open|product-74|4000|2000|
order-4263|Closed|product-74|4000|1200|1235
order-4263|Closed|product-74|4000|2800|344
order-4264|Open|product-74|4000|1000|543543543
order-4264|Closed|product-74|4000|2800|543543
order-4265|Closed|product-333|1234|1234|bill-number
order-4266|Closed|product-333|1|0|
order-4267|Closed|product-333|4000|1200|12
order-4267|Open|product-333|4000|2000|
order-4268|Closed|product-333|4000|1200|1235
order-4268|Closed|product-333|4000|2800|344
order-4269|Open|product-333|4000|1000|543543543
order-4269|Closed|product-333|4000|2800|543543
order-4270|Closed|product-924|1234|1234|bill-number
order-4271|Closed|product-924|1|0|
order-4272|Closed|product-924|4000|1200|12
order-4272|Open|product-924|4000|2000|
order-4273|Closed|product-924|4000|1200|1235
order-4273|Closed|product-924|4000|2800|344
order-4274|Open|product-924|4000|1000|543543543
order-4274|Closed|product-924|4000|2800|543543
order-4275|Closed|product-981|1234|1234|bill-number
order-4276|Closed|product-981|1|0|
order-4277|Closed|product-981|4000|1200|12
order-4277|Open|product-981|4000|2000|
order-4278|Closed|product-981|4000|1200|1235
